price,carat,icol,icut,iclar,ishape,irep,ityp
6110,1.01,3,2,2,0,0,0
6040,1.51,2,3,0,1,0,0
940,0.3,6,4,4,0,0,0
580,0.36,3,3,1,3,0,0
2060,0.5,6,4,4,0,0,0
740,0.53,6,2,2,6,2,1
1700,0.91,4,2,2,7,2,1
4320,2.08,0,4,3,6,2,1
760,0.3,6,2,3,0,0,0
2270,0.56,3,4,2,0,0,0
2040,1.02,5,3,1,9,2,1
340,0.33,6,2,2,6,2,1
1500,0.45,5,4,1,0,0,0
2770,0.75,3,3,4,1,0,0
5210,1.01,6,1,1,0,0,0
10270,1.59,3,3,4,8,0,0
590,0.36,4,3,1,3,0,0
560,0.51,4,3,2,4,3,1
4190,1.52,4,4,2,0,2,1
1260,0.4,4,3,5,0,0,0
2300,0.53,4,4,3,0,0,0
1100,0.9,1,2,1,0,2,1
1680,0.4,5,4,6,0,0,0
750,0.3,5,3,2,5,0,0
450,0.3,0,3,0,0,0,0
1850,0.5,3,2,4,0,0,0
570,0.33,3,3,5,3,0,0
10870,1.53,3,3,4,3,0,0
4660,0.9,4,2,3,0,0,0
920,0.32,5,4,5,0,0,0
850,0.33,5,4,2,0,0,0
1770,0.64,4,4,2,1,0,0
1730,0.53,6,3,2,5,0,0
1160,0.7,5,2,3,6,3,1
1580,1.22,0,3,1,0,2,1
920,0.5,0,1,3,3,0,0
1690,0.5,6,4,0,0,0,0
2610,0.61,2,4,5,0,0,0
2460,0.51,5,4,5,0,0,0
800,0.62,5,3,3,4,3,1
1670,0.45,5,4,4,0,0,0
3800,1.56,2,4,3,0,2,1
3260,1.14,5,4,4,0,2,1
710,0.3,2,4,6,0,0,0
960,0.3,4,4,6,0,0,0
380,0.32,5,4,4,0,2,1
1430,1.02,1,3,2,4,2,1
2360,1.19,2,3,4,0,2,1
1430,0.92,0,3,0,0,2,1
1200,0.59,4,3,1,5,0,0
3560,1.0,1,3,0,0,0,0
1260,0.73,5,2,4,4,2,1
2990,0.7,2,2,4,0,0,0
350,0.31,6,4,1,0,2,1
630,0.6,2,3,3,9,2,1
1640,1.18,0,4,4,0,2,1
1740,1.13,1,3,2,0,2,1
400,0.36,5,4,1,0,2,1
960,0.3,6,4,5,0,0,0
2520,0.7,3,4,1,2,0,0
1060,0.5,5,3,1,1,0,0
5670,1.7,4,3,4,3,2,1
8000,1.03,3,4,3,0,0,0
1160,0.35,6,4,5,0,0,0
1000,0.3,6,4,2,0,0,0
3850,0.7,6,4,2,0,0,0
840,0.47,0,3,3,3,0,0
900,0.32,6,4,3,0,0,0
790,0.32,5,4,4,0,0,0
1320,0.33,4,4,5,0,0,0
4730,1.61,5,3,2,0,2,1
860,0.3,6,3,2,0,0,0
1440,0.4,4,4,5,0,0,0
960,0.3,5,4,2,0,0,0
2440,0.5,6,4,2,0,0,0
1190,0.77,5,3,2,1,2,1
380,0.33,5,4,2,0,2,1
4550,0.8,4,4,2,0,0,0
13590,2.0,2,2,1,5,0,0
380,0.39,2,2,3,7,2,1
1460,0.9,5,1,1,7,2,1
1350,0.5,4,3,2,6,0,0
2470,0.5,4,4,3,0,0,0
610,0.25,4,4,3,0,0,0
4280,2.09,0,2,2,1,3,1
1220,0.38,6,4,4,0,0,0
2190,1.03,3,3,4,4,2,1
2090,1.21,3,3,1,0,2,1
6120,1.01,6,4,0,0,0,0
2110,1.16,2,4,3,0,1,1
1150,0.33,6,4,4,0,0,0
2110,0.5,3,4,2,0,0,0
760,0.3,5,4,1,0,0,0
1250,0.78,4,4,3,0,2,1
980,0.4,6,2,3,1,0,0
300,0.3,4,4,1,1,2,1
640,0.36,6,3,2,4,0,0
11110,1.51,6,3,1,6,0,0
970,0.7,5,2,1,6,2,1
2330,0.5,5,4,4,0,0,0
2440,1.17,2,3,3,0,2,1
15240,2.01,2,4,0,0,0,0
360,0.32,5,4,2,0,2,1
1240,0.4,5,4,3,0,0,0
4980,1.0,4,3,0,6,0,0
2840,1.01,5,3,4,0,2,1
2890,0.9,2,3,1,3,0,0
1680,1.0,2,3,2,0,1,1
810,0.3,4,4,3,0,0,0
2350,1.17,3,3,3,0,3,1
5350,2.07,1,3,3,1,2,1
1730,1.01,5,2,1,8,2,1
1630,0.5,2,2,3,0,0,0
5080,2.02,1,2,2,1,3,1
300,0.3,3,3,3,2,2,1
1840,0.5,3,2,5,0,0,0
4740,0.9,2,3,6,0,0,0
4140,1.0,5,3,0,3,0,0
3450,1.14,6,4,4,0,2,1
700,0.36,4,3,1,6,0,0
4320,0.81,4,4,2,0,0,0
760,0.31,5,4,1,0,0,0
400,0.38,6,1,3,6,2,1
1030,0.35,3,4,5,0,0,0
33290,2.71,6,4,1,6,0,0
650,0.3,4,3,5,1,0,0
1910,1.21,1,4,3,0,2,1
790,0.31,3,3,6,2,0,0
4460,0.91,1,4,4,0,0,0
1510,1.2,2,3,0,0,2,1
3690,1.51,2,3,3,0,2,1
1770,1.01,6,1,0,7,2,1
4360,2.0,1,3,1,6,2,1
2140,0.5,6,4,4,0,0,0
1730,0.5,2,2,4,0,0,0
5600,1.01,5,2,1,0,0,0
2640,0.72,3,3,1,6,0,0
1560,0.92,5,2,2,1,3,1
690,0.3,5,4,2,0,0,0
2020,0.51,2,2,3,0,0,0
770,0.3,3,4,6,0,0,0
1120,0.4,5,4,3,1,0,0
2080,1.14,1,3,4,0,2,1
340,0.31,5,4,0,0,2,1
2540,1.5,0,4,4,0,2,1
1930,0.5,3,4,1,0,0,0
10020,2.56,3,4,3,0,2,1
380,0.3,5,4,5,0,2,1
1210,0.4,5,4,2,0,0,0
4170,0.8,3,4,3,0,0,0
710,0.3,6,3,1,2,0,0
810,0.31,6,3,2,0,0,0
1350,0.71,5,4,4,3,2,1
760,0.4,0,2,5,0,0,0
870,0.67,5,2,3,4,2,1
1020,0.37,5,4,2,0,0,0
350,0.31,4,3,3,0,3,1
2960,1.5,1,3,2,6,2,1
940,0.4,5,3,3,6,0,0
620,0.59,2,2,3,4,2,1
550,0.35,3,3,1,3,0,0
860,0.56,5,2,5,6,2,1
2750,1.18,3,4,3,0,2,1
4110,1.58,3,3,3,3,3,1
1330,0.8,5,3,3,4,2,1
1720,1.12,0,3,1,0,2,1
500,0.45,5,4,0,0,2,1
2250,0.5,6,4,5,0,0,0
2040,0.5,6,2,4,0,0,0
1260,0.43,3,4,3,0,0,0
4860,1.01,2,4,0,0,0,0
620,0.37,5,3,2,4,0,0
400,0.39,5,1,2,6,2,1
3780,2.0,1,3,0,6,2,1
2190,0.72,5,3,2,4,0,0
3730,1.32,4,4,4,0,2,1
1050,0.51,3,3,3,1,0,0
800,0.4,1,3,1,0,0,0
860,0.3,3,4,2,0,0,0
500,0.3,4,3,1,3,0,0
2200,0.5,3,4,3,0,0,0
370,0.3,4,4,5,0,2,1
3910,0.9,2,3,1,6,0,0
1340,0.35,5,4,6,0,0,0
1040,0.3,6,4,4,0,0,0
10750,2.81,3,3,2,3,3,1
3590,0.7,3,4,2,0,0,0
1670,1.12,0,3,4,0,2,1
2820,1.6,2,3,0,6,2,1
3340,0.84,1,4,1,0,0,0
600,0.3,3,3,3,2,0,0
1600,0.51,2,4,2,0,0,0
1740,0.5,3,2,4,0,0,0
1470,0.45,5,4,3,0,0,0
730,0.3,4,2,2,0,0,0
2060,1.02,2,4,0,0,2,1
3860,0.7,5,4,3,0,0,0
1100,0.52,1,3,1,0,0,0
4230,1.0,5,4,0,0,1,0
530,0.3,3,1,1,0,0,0
2240,0.5,6,2,3,0,0,0
6900,2.0,3,3,3,0,2,1
18440,2.12,2,4,2,0,0,0
1300,0.4,3,4,3,0,0,0
6600,1.2,2,4,1,0,0,0
1730,0.5,3,3,3,0,0,0
1280,0.41,5,3,5,6,0,0
3880,1.68,2,4,3,3,3,1
550,0.3,3,1,0,0,0,0
900,0.3,4,2,3,0,0,0
850,0.3,6,2,4,0,0,0
1070,0.7,5,4,2,0,3,1
3120,0.8,5,4,1,0,0,0
2760,0.53,6,4,4,0,0,0
1850,1.0,1,4,3,0,2,1
1810,0.7,0,2,5,0,0,0
1190,0.71,5,2,3,6,3,1
7940,1.0,4,3,2,0,0,0
1460,0.4,4,4,6,0,0,0
330,0.32,4,3,3,4,2,1
1010,0.5,2,2,2,4,0,0
2380,0.7,3,2,1,0,0,0
2180,0.7,1,4,0,0,0,0
3710,2.01,1,4,0,3,2,1
1590,1.01,1,4,3,0,2,1
15050,3.02,5,3,2,8,3,1
12640,1.51,4,4,2,6,0,0
630,0.35,0,2,2,0,0,0
740,0.3,6,3,2,3,0,0
740,0.33,3,3,5,6,0,0
2260,0.54,3,4,3,0,0,0
3310,0.7,3,3,5,0,0,0
23970,3.84,5,3,3,1,3,1
540,0.57,1,4,1,3,2,1
300,0.31,3,3,1,1,2,1
6420,2.08,3,4,2,9,2,1
3260,0.71,3,4,2,0,0,0
2190,1.1,2,4,4,0,3,1
480,0.48,5,2,1,4,2,1
2710,1.05,3,4,4,0,2,1
3360,0.9,5,2,0,0,0,0
1080,0.3,5,4,2,0,0,0
550,0.49,6,3,1,0,2,1
2080,0.61,6,2,4,0,0,0
1140,0.7,4,3,3,0,2,1
2560,1.1,5,4,3,0,2,1
8240,2.11,4,4,4,6,2,1
1830,0.46,6,4,4,0,0,0
4240,2.14,1,4,1,0,2,1
1210,0.44,3,3,2,0,0,0
2080,0.51,3,4,2,0,0,0
850,0.3,5,3,3,0,0,0
5430,1.76,3,3,2,0,3,1
3370,1.78,1,3,2,0,2,1
600,0.3,3,4,2,0,0,0
1270,0.72,6,3,2,9,2,1
1200,0.4,3,3,5,0,0,0
2150,0.5,6,4,4,0,0,0
880,0.3,5,4,2,0,0,0
830,0.44,1,3,2,4,0,0
3170,1.71,1,4,2,0,2,1
9330,1.12,5,4,5,0,0,0
3550,1.57,1,3,3,7,2,1
1080,0.57,3,1,0,0,1,0
4080,0.85,2,4,4,0,0,0
370,0.36,3,4,0,0,2,1
7550,2.18,3,4,3,0,2,1
1880,1.09,1,2,2,1,3,1
1770,0.61,1,4,3,0,0,0
1590,1.03,1,3,0,1,2,1
2290,1.1,4,3,2,4,2,1
1200,0.7,5,4,3,0,2,1
6650,2.3,2,4,2,0,2,1
13230,2.01,6,3,0,6,0,0
1060,0.32,5,4,4,0,0,0
940,0.77,1,2,3,6,3,1
1260,0.4,5,4,3,0,0,0
490,0.49,5,1,1,6,2,1
1740,1.28,1,4,2,3,2,1
4520,1.0,1,2,2,0,0,0
2100,1.16,1,3,3,0,2,1
720,0.4,4,2,0,0,0,0
350,0.31,5,4,2,0,2,1
4280,1.21,2,3,0,6,2,0
3780,1.22,6,3,4,0,2,1
3330,2.09,0,3,2,3,2,1
1100,0.32,4,4,5,0,0,0
1690,1.1,0,4,1,0,2,1
1350,0.4,4,4,5,0,0,0
1230,0.35,6,4,4,0,0,0
2130,0.52,3,4,2,0,0,0
970,0.4,3,3,1,0,0,0
640,0.3,1,1,0,0,0,0
8880,2.06,5,3,4,6,2,1
790,0.38,2,2,5,0,0,0
12050,2.73,4,3,2,6,3,1
3660,1.01,1,3,3,1,0,0
1610,1.06,1,2,3,4,3,1
1030,0.3,4,4,5,0,0,0
800,0.3,6,3,1,0,0,0
2250,1.14,2,3,4,0,2,1
1790,0.7,1,2,1,0,0,0
4240,1.0,2,4,0,0,0,0
2300,0.7,5,3,0,0,0,0
4380,2.01,1,3,2,0,2,1
1020,0.4,5,1,3,0,0,0
390,0.35,6,4,1,0,2,1
1710,1.01,5,2,1,1,2,1
3540,0.96,3,2,0,6,2,0
2290,1.08,5,2,2,7,2,1
1820,0.39,6,4,6,0,0,0
440,0.38,5,4,3,0,2,1
7260,2.1,3,3,3,0,2,1
840,0.34,6,3,3,4,0,0
1290,0.4,4,4,4,0,0,0
2970,1.5,4,4,0,7,2,1
2330,1.19,2,4,4,0,1,1
5970,1.06,1,4,4,0,0,0
1720,0.46,6,4,6,2,0,0
560,0.25,4,4,2,0,0,0
2260,0.52,2,4,3,0,0,0
340,0.3,6,3,1,0,2,1
1240,0.45,5,2,4,0,0,0
5440,2.5,0,3,3,0,2,1
990,0.3,4,4,5,0,0,0
1890,0.5,2,2,2,0,0,0
1090,0.4,4,3,2,0,0,0
3190,0.74,4,4,3,0,0,0
610,0.3,4,3,1,0,0,0
1280,0.45,4,2,3,0,0,0
750,0.3,4,2,4,0,0,0
1410,0.41,4,4,3,0,0,0
1800,0.5,3,2,3,0,0,0
650,0.25,6,4,3,0,0,0
2910,0.71,3,4,2,0,0,0
14470,1.71,6,4,1,4,0,0
2280,0.6,3,4,2,0,0,0
610,0.25,4,4,3,0,0,0
1450,0.47,6,4,2,0,0,0
2270,1.05,5,2,2,5,3,1
3650,1.31,4,4,4,0,2,1
1250,0.78,4,2,3,6,3,1
480,0.31,0,4,3,0,0,0
8290,2.02,4,4,3,0,2,1
530,0.33,4,1,2,1,0,0
1600,0.58,5,3,1,4,0,0
8940,1.8,0,3,0,4,0,0
2490,1.06,3,4,4,0,1,1
1460,1.02,0,3,4,0,2,1
720,0.3,6,3,1,0,0,0
2220,0.5,3,4,2,0,0,0
1750,0.5,5,3,5,4,0,0
850,0.3,5,4,5,0,0,0
840,0.3,3,4,2,0,0,0
1000,0.34,5,4,2,0,0,0
480,0.42,5,3,4,2,2,1
4450,0.87,4,4,2,0,0,0
2020,1.11,1,3,3,0,2,1
14210,3.01,2,2,2,6,3,1
3960,2.02,0,3,3,0,2,1
2490,0.5,6,4,3,0,0,0
2010,1.13,1,3,4,0,2,1
14960,1.9,1,4,2,0,0,0
800,0.59,5,3,4,3,2,1
480,0.41,3,4,4,6,2,1
580,0.3,0,4,1,0,0,0
1390,0.53,6,3,2,6,0,0
5180,2.5,1,2,0,0,2,1
1510,0.6,3,3,5,1,0,0
2050,0.73,6,3,1,4,0,0
3470,2.07,0,3,1,0,2,1
1820,1.15,1,3,3,0,2,1
560,0.52,3,2,2,4,2,1
7060,1.0,2,4,2,0,0,0
1700,0.5,6,4,4,1,0,0
750,0.3,4,4,0,0,0,0
3590,0.7,4,4,4,0,0,0
4170,2.01,0,3,3,6,2,1
420,0.35,6,4,3,0,2,1
5630,1.2,1,4,0,0,0,0
2560,0.6,6,4,4,0,0,0
710,0.39,6,2,1,3,0,0
25250,2.02,4,4,4,4,0,0
2030,0.5,5,4,2,0,0,0
5240,2.51,0,3,2,0,2,1
3590,1.7,1,3,3,6,2,1
2780,0.59,4,4,4,0,0,0
4880,2.24,1,4,1,6,2,1
640,0.39,5,3,0,3,0,0
1220,0.5,3,1,0,0,0,0
1440,1.0,1,3,1,4,2,1
630,0.26,6,4,3,0,0,0
1350,1.06,0,3,3,6,2,1
8480,1.29,6,4,1,6,0,0
3580,1.74,2,4,1,0,2,1
820,0.3,6,4,2,0,0,0
2230,1.05,5,2,2,1,2,1
580,0.54,5,1,1,4,2,1
1310,0.4,4,4,3,0,0,0
3560,0.7,4,4,2,0,0,0
1190,0.9,2,3,1,0,2,1
1620,0.5,6,2,3,4,0,0
670,0.31,6,3,3,6,0,0
1020,0.4,3,2,3,0,0,0
1110,0.4,3,2,2,0,0,0
1060,0.42,5,2,2,4,0,0
11400,1.05,5,4,5,0,0,0
5890,1.0,2,3,3,0,0,0
1270,0.4,3,4,4,0,0,0
1730,1.0,5,3,1,6,2,1
1470,0.41,5,2,6,0,0,0
1240,0.82,3,2,3,4,3,1
490,0.5,3,2,1,4,2,1
6650,1.0,5,3,3,6,0,0
13080,1.9,5,3,0,6,0,0
4190,1.72,2,3,3,7,2,1
4880,1.53,5,3,3,5,2,1
980,0.4,4,3,1,0,0,0
1010,0.71,3,3,3,0,2,1
1400,1.02,0,4,2,6,2,1
860,0.37,6,3,3,4,0,0
580,0.58,4,1,1,6,2,1
810,0.3,6,4,1,0,0,0
880,0.4,3,2,1,0,0,0
970,0.3,6,4,5,0,0,0
550,0.25,3,4,3,0,0,0
1440,0.41,5,4,6,0,0,0
6950,2.01,3,3,3,0,2,1
810,0.6,5,3,4,1,2,1
2080,1.18,1,3,4,0,2,1
1620,1.19,1,4,1,0,2,1
660,0.31,6,3,2,1,0,0
2290,1.12,2,4,4,0,3,1
10260,1.52,4,3,2,3,0,0
680,0.57,5,2,2,8,2,1
2570,0.5,6,4,3,0,0,0
1040,0.3,5,4,5,0,0,0
6400,2.0,5,3,1,0,2,1
760,0.32,5,4,1,0,0,0
450,0.32,1,3,1,1,0,0
2280,1.08,5,2,2,7,2,1
610,0.32,5,3,1,0,0,0
650,0.35,6,3,0,6,0,0
2040,1.12,1,3,3,0,2,1
3800,0.9,6,2,1,0,0,0
1730,0.59,6,3,1,6,0,0
710,0.3,6,4,0,0,0,0
360,0.32,4,3,3,0,2,1
3500,1.01,1,3,1,7,0,0
1020,0.81,3,2,1,4,3,1
18970,2.23,2,3,4,4,0,0
730,0.71,2,3,0,2,2,1
1920,1.0,6,3,1,1,2,1
770,0.3,2,4,2,0,0,0
6730,2.3,2,3,2,0,2,1
2690,0.52,5,4,5,0,0,0
370,0.36,6,2,1,6,2,1
2380,0.7,6,4,2,2,0,0
1690,1.07,1,4,3,0,2,1
5240,1.0,4,4,0,0,0,0
960,0.3,4,4,6,0,0,0
1500,0.41,4,4,4,0,0,0
1760,1.31,0,4,1,0,2,1
5660,2.01,4,3,1,8,2,1
2660,0.53,6,4,5,0,0,0
2250,1.01,6,4,2,0,2,1
8720,2.01,4,3,3,6,2,1
4130,1.03,4,3,0,3,2,0
1640,1.29,1,4,0,0,2,1
27410,4.21,5,4,2,1,2,1
760,0.3,6,3,0,0,0,0
2440,1.17,2,4,3,0,2,1
10820,1.5,4,1,3,5,0,0
23800,4.02,2,3,3,2,2,1
1640,0.45,5,3,5,0,0,0
340,0.32,5,3,4,4,2,1
3590,1.3,6,4,2,0,2,1
3580,1.51,2,4,2,0,2,1
1830,1.08,4,4,1,0,2,1
1860,1.04,1,4,2,0,2,1
1090,0.72,4,3,3,0,3,1
3220,1.51,6,4,0,7,2,1
1350,1.02,2,1,0,1,2,1
820,0.3,6,3,4,4,0,0
1560,0.95,5,2,1,1,3,1
990,0.9,0,3,2,0,2,1
420,0.42,0,3,1,0,2,1
2790,0.7,5,1,2,5,0,0
1570,0.5,3,2,1,0,0,0
410,0.35,5,4,3,0,2,1
660,0.54,5,2,2,7,2,1
330,0.35,2,1,0,4,2,1
1710,1.08,1,3,3,0,2,1
850,0.3,6,2,5,0,0,0
790,0.34,2,3,3,0,2,0
5230,1.85,3,4,2,0,3,1
1890,0.5,6,2,4,0,0,0
10470,2.02,2,2,0,0,1,0
1810,0.51,4,2,2,0,0,0
1280,0.41,4,4,2,0,0,0
1110,0.5,3,3,0,2,0,0
6920,2.03,6,2,1,0,2,1
6140,1.0,6,3,3,6,0,0
4790,2.01,2,4,2,3,2,1
2560,0.8,2,3,2,7,0,0
1770,1.0,5,3,0,6,2,1
2680,0.6,3,4,4,0,0,0
1920,1.08,1,4,1,0,2,1
4840,0.9,6,4,3,0,0,0
4210,1.6,2,2,2,9,3,1
380,0.39,3,3,2,4,2,1
1030,0.46,4,3,2,4,0,0
1850,1.17,1,4,3,0,1,1
1760,1.03,2,4,3,6,2,1
2330,1.12,3,2,4,7,3,1
15480,1.5,5,3,4,4,0,0
1830,1.12,1,3,4,0,2,1
1870,0.5,3,2,2,0,0,0
510,0.3,3,3,4,3,0,0
6360,1.13,1,4,5,0,0,0
1390,0.37,4,4,5,0,0,0
340,0.3,4,3,3,0,2,1
1430,0.5,4,2,2,6,0,0
1400,0.53,5,4,0,2,0,0
2420,1.01,3,3,4,0,2,1
1260,0.83,4,2,2,6,3,1
1130,0.4,5,2,5,0,0,0
2950,1.0,6,2,4,0,2,1
1560,0.5,4,4,0,0,0,0
1770,1.15,1,3,2,0,2,1
1000,0.45,2,2,1,0,0,0
350,0.3,6,3,2,0,2,1
3990,0.9,2,4,1,0,0,0
6560,1.14,1,4,6,0,0,0
1900,1.35,0,2,3,0,2,1
580,0.25,3,3,3,0,0,0
2260,0.7,6,3,0,6,0,0
440,0.38,6,3,2,0,2,1
620,0.31,6,3,2,1,0,0
1810,0.46,5,4,5,0,0,0
14910,1.7,6,3,1,6,0,0
2100,1.05,2,3,3,1,2,1
580,0.52,5,3,1,0,2,1
1940,1.2,1,3,3,0,2,1
2350,0.51,3,4,3,0,0,0
990,0.34,3,4,6,0,0,0
470,0.4,4,3,4,0,2,1
2600,0.52,6,4,3,0,0,0
600,0.27,5,4,2,0,0,0
610,0.31,4,3,0,5,0,0
9040,2.24,0,2,1,3,2,0
410,0.36,5,3,2,0,2,1
1350,0.6,6,2,0,4,0,0
1730,0.6,2,4,1,0,0,0
1460,0.54,5,4,1,0,0,0
820,0.4,6,2,0,1,0,0
3210,0.8,6,3,2,4,0,0
4650,1.86,3,3,2,7,3,1
1090,0.5,4,4,1,1,0,0
820,0.45,1,2,0,0,0,0
4580,0.83,3,4,5,0,0,0
12560,3.11,2,1,4,5,2,1
1830,1.16,1,4,3,0,2,1
14100,2.21,1,4,4,3,0,0
790,0.3,4,4,4,0,0,0
520,0.48,2,4,2,0,2,1
650,0.28,6,3,3,0,0,0
2110,0.52,5,3,4,0,0,0
340,0.3,5,3,2,0,2,1
2300,1.39,2,4,1,0,2,1
2240,0.54,4,4,5,0,0,0
4710,2.03,1,4,1,6,2,1
760,0.3,4,3,3,4,0,0
1800,1.1,1,3,4,0,2,1
1640,1.07,1,3,0,6,2,1
10920,3.09,2,3,2,7,3,1
840,0.54,5,3,4,0,2,1
3580,0.61,6,4,5,0,0,0
2860,1.11,4,4,4,0,2,1
1840,0.5,3,2,3,0,0,0
1280,1.01,1,3,1,5,2,1
11800,3.03,2,4,2,0,2,1
12010,1.5,4,4,2,9,0,0
790,0.3,3,4,2,0,0,0
920,0.57,5,4,4,0,2,1
7860,1.32,2,4,1,0,0,0
840,0.32,6,3,2,6,0,0
2880,0.8,6,4,0,6,0,0
540,0.31,5,3,1,3,0,0
1630,0.56,5,2,5,1,0,0
2360,0.7,6,3,2,1,0,0
900,0.3,6,4,2,0,0,0
1300,0.37,4,4,5,0,0,0
1150,0.4,2,4,5,0,0,0
1160,0.33,5,4,6,0,0,0
4590,2.08,1,3,3,6,2,1
2280,1.02,3,3,3,0,2,1
4940,2.01,1,2,1,7,3,1
1270,0.42,5,3,6,3,0,0
580,0.3,2,2,2,0,0,0
710,0.31,5,2,2,4,0,0
4150,1.0,3,3,1,3,0,0
6270,1.0,3,4,1,0,0,0
670,0.3,3,4,1,0,0,0
1010,0.4,3,2,1,0,0,0
760,0.41,1,3,5,4,0,0
2220,0.92,6,3,4,9,2,1
3110,1.5,1,4,2,6,2,1
700,0.4,1,2,1,6,0,0
1680,0.92,2,2,3,0,2,1
1050,0.33,5,4,4,0,0,0
1680,0.5,3,1,2,0,0,0
380,0.33,3,4,5,0,2,1
1560,0.95,5,1,1,9,2,1
7990,1.03,3,4,3,0,0,0
770,0.31,6,4,4,0,0,0
1140,0.4,3,3,3,0,0,0
2010,0.53,4,4,2,0,0,0
500,0.51,1,3,2,4,2,1
6050,2.02,2,4,3,0,2,1
3130,1.5,1,3,2,3,2,1
6470,1.5,6,2,0,7,0,0
1570,0.5,6,0,2,0,0,0
1300,0.3,6,4,6,0,0,0
520,0.52,1,3,3,4,2,1
13390,2.01,1,1,3,9,0,0
2880,0.72,3,4,3,0,0,0
1790,1.15,0,4,2,0,2,1
630,0.25,5,4,4,0,0,0
1060,0.3,5,4,4,0,0,0
6260,2.51,1,3,2,7,3,1
740,0.3,6,2,2,0,0,0
890,0.31,6,4,4,0,0,0
3560,2.14,0,4,1,0,2,1
8400,1.01,3,4,3,0,0,0
4430,1.0,0,4,2,0,0,0
7560,2.24,3,2,4,3,3,1
11190,1.8,1,4,0,0,0,0
13660,1.5,4,3,3,4,0,0
1140,0.4,6,4,3,0,0,0
630,0.52,4,4,3,6,2,1
4940,1.0,3,4,0,0,0,0
3800,1.0,1,2,0,0,0,0
900,0.3,4,3,3,0,0,0
1470,1.03,0,3,4,0,2,1
7800,1.07,2,4,3,0,0,0
2480,1.05,3,4,4,0,2,1
1490,0.71,0,3,1,7,0,0
610,0.33,5,3,2,4,0,0
1130,0.43,3,4,1,0,0,0
1220,0.3,6,4,5,0,0,0
3460,1.0,0,2,0,0,0,0
510,0.5,0,3,2,0,2,1
7480,2.06,4,4,2,0,2,1
10340,2.01,1,1,1,3,0,0
340,0.34,5,1,1,6,2,1
2330,0.53,4,4,5,0,0,0
9860,1.51,2,4,2,6,0,0
2540,0.7,2,4,2,0,0,0
2200,1.1,2,4,4,0,2,1
8860,1.07,4,4,3,0,0,0
760,0.3,5,3,5,0,0,0
5830,1.2,4,4,0,0,0,0
970,0.3,5,4,5,0,0,0
21130,2.5,1,4,1,6,0,0
480,0.42,4,1,5,2,2,1
890,0.63,5,3,2,0,2,1
980,0.32,6,4,4,0,0,0
2690,0.57,4,4,3,0,0,0
3060,0.74,1,4,6,0,0,0
380,0.34,2,4,4,0,2,1
2030,1.25,1,3,4,0,1,1
4190,0.9,2,4,2,0,0,0
920,0.3,6,4,5,0,0,0
2750,0.6,4,4,3,0,0,0
7440,0.9,5,4,5,0,0,0
2630,1.51,1,3,0,6,2,1
3540,1.0,3,3,0,0,2,0
540,0.41,5,2,4,0,2,1
2640,0.7,6,4,0,0,0,0
580,0.3,4,3,3,4,0,0
1840,0.5,6,3,1,0,0,0
1230,0.4,5,4,1,0,0,0
1780,0.9,4,4,3,0,2,1
2420,1.5,0,3,3,0,1,1
340,0.34,5,2,2,6,2,1
1020,0.33,4,4,6,0,0,0
2140,0.53,2,4,6,0,0,0
1140,0.4,3,2,3,0,0,0
9550,2.06,5,4,3,0,2,1
860,0.4,2,2,1,0,0,0
1900,1.01,3,3,0,0,2,1
5160,2.21,1,2,2,7,3,1
21010,3.3,6,3,2,6,3,1
2930,0.7,4,3,3,6,0,0
1580,0.91,5,2,3,1,2,1
1130,0.32,5,4,5,0,0,0
590,0.25,5,4,3,0,0,0
1770,1.12,1,4,3,0,2,1
1100,0.4,4,4,2,0,0,0
2590,1.5,1,3,0,4,2,1
4310,1.57,4,3,2,0,2,1
1830,1.21,0,3,1,0,2,1
7400,2.18,4,2,2,9,3,1
2230,1.42,0,4,3,0,2,1
1360,0.42,3,4,6,0,0,0
1830,1.11,1,4,4,0,2,1
350,0.3,6,4,2,0,2,1
1190,0.5,3,3,4,1,0,0
3930,0.8,4,2,4,0,0,0
2210,0.61,3,2,4,0,0,0
1390,1.11,2,3,0,0,1,1
530,0.32,5,3,0,3,0,0
730,0.3,1,4,5,0,0,0
560,0.26,3,4,2,0,0,0
2310,1.18,2,4,4,0,1,1
4290,1.01,5,2,0,0,0,0
4760,2.05,1,4,1,6,2,1
520,0.5,5,2,1,1,3,1
1230,0.96,1,3,3,1,2,1
13670,1.8,4,3,1,3,0,0
5360,1.01,5,4,0,0,0,0
1010,0.31,4,4,6,0,0,0
530,0.42,5,3,5,0,2,1
1980,0.5,4,1,5,0,0,0
980,0.3,6,4,3,0,0,0
650,0.3,4,2,5,6,0,0
1070,0.35,4,3,3,0,0,0
21240,3.47,5,3,4,6,2,1
2420,0.53,4,4,6,0,0,0
800,0.3,5,4,3,0,0,0
5980,1.2,1,4,0,0,0,0
2330,0.96,0,3,0,0,2,0
1080,0.7,3,4,4,4,2,1
1770,1.15,1,3,2,0,2,1
590,0.25,4,4,3,0,0,0
3160,0.91,2,3,1,7,0,0
510,0.51,3,3,1,4,2,1
1360,0.46,5,3,4,4,0,0
11140,1.8,0,4,1,0,0,0
1850,1.0,1,4,3,0,2,1
920,0.4,6,3,0,0,0,0
2220,0.71,6,3,1,2,0,0
38430,5.03,5,3,3,1,2,1
650,0.5,5,2,3,6,2,1
2240,1.08,3,4,1,0,2,1
